Time, Value
15:59:03, 22
15:59:03, 55
15:59:03, 85
15:59:03, 75
15:59:03, 69
15:59:03, 98
15:59:03, 102
15:59:03, 81
15:59:03, 49
15:59:03, 23
15:59:03, 17
15:59:03, 27
15:59:03, 48
15:59:03, 67
15:59:03, 54
15:59:03, 34
15:59:03, 49
15:59:03, 100
15:59:03, 161
15:59:03, 212
15:59:03, 186
15:59:03, 132
15:59:03, 97
15:59:03, 98
15:59:03, 117
15:59:03, 106
15:59:03, 73
15:59:03, 65
15:59:03, 74
15:59:03, 82
15:59:03, 82
15:59:03, 77
15:59:03, 74
15:59:03, 65
15:59:03, 37
15:59:03, -2
15:59:03, -29
15:59:03, -33
15:59:03, -8
15:59:03, 48
15:59:03, 88
15:59:03, 83
15:59:03, 96
15:59:03, 166
15:59:03, 240
15:59:03, 264
15:59:03, 250
15:59:03, 218
15:59:03, 200
15:59:03, 217
15:59:03, 233
15:59:03, 218
15:59:03, 204
15:59:03, 177
15:59:03, 153
15:59:03, 165
15:59:03, 178
15:59:03, 188
15:59:03, 189
15:59:03, 178
15:59:03, 179
15:59:03, 193
15:59:03, 194
15:59:03, 200
15:59:03, 218
15:59:03, 228
15:59:03, 201
15:59:03, 167
15:59:03, 149
15:59:03, 152
15:59:03, 170
15:59:03, 188
15:59:03, 182
15:59:03, 138
15:59:03, 73
15:59:03, 43
15:59:03, 88
15:59:03, 149
15:59:03, 160
15:59:03, 124
15:59:03, 83
15:59:03, 65
15:59:03, 71
15:59:03, 73
15:59:03, 53
15:59:03, 16
15:59:03, 9
15:59:03, 23
15:59:03, 8
15:59:03, -28
15:59:03, -59
15:59:03, -43
15:59:03, 3
15:59:03, 18
15:59:03, -23
15:59:03, -51
15:59:03, -61
15:59:03, -67
15:59:03, -19
15:59:03, 11
15:59:03, -36
15:59:03, -108
15:59:03, -158
15:59:03, -132
15:59:03, -85
15:59:03, -81
15:59:03, -103
15:59:03, -94
15:59:03, -60
15:59:03, -39
15:59:03, -34
15:59:03, -11
15:59:03, 29
15:59:03, 66
15:59:03, 43
15:59:03, 8
15:59:03, -7
15:59:03, -27
15:59:03, -19
15:59:03, 19
15:59:03, 11
15:59:03, -13
15:59:03, -42
15:59:03, -82
15:59:03, -86
15:59:03, -61
15:59:03, -50
15:59:03, -57
15:59:03, -42
15:59:03, -17
15:59:03, -6
15:59:03, -13
15:59:03, -8
15:59:03, 32
15:59:03, 92
15:59:03, 106
15:59:03, 40
15:59:03, -39
15:59:03, -55
15:59:03, -7
15:59:03, 34
15:59:03, 24
15:59:03, -5
15:59:03, -25
15:59:03, -12
15:59:03, 26
15:59:03, 66
15:59:03, 84
15:59:03, 85
15:59:03, 67
15:59:03, 64
15:59:03, 60
15:59:03, 65
15:59:03, 55
15:59:03, 60
15:59:03, 70
15:59:03, 53
15:59:03, 5
15:59:03, -26
15:59:03, -4
15:59:03, 21
15:59:03, 20
15:59:03, -10
15:59:03, -23
15:59:03, -1
15:59:03, -1
15:59:03, -9
15:59:03, 18
15:59:03, 54
15:59:03, 44
15:59:03, -2
15:59:03, -38
15:59:03, -58
15:59:03, -53
15:59:03, -22
15:59:03, -5
15:59:03, -6
15:59:03, -20
15:59:03, -74
15:59:03, -158
15:59:03, -195
15:59:03, -166
15:59:03, -120
15:59:03, -87
15:59:03, -69
15:59:03, -59
15:59:03, -40
15:59:03, -20
15:59:03, -13
15:59:03, 0
15:59:03, 52
15:59:03, 108
15:59:03, 102
15:59:03, 26
15:59:03, -27
15:59:03, -35
15:59:03, 12
15:59:03, 58
15:59:03, 56
15:59:03, 40
15:59:03, 43
15:59:03, 74
15:59:03, 104
15:59:03, 109
15:59:03, 104
15:59:03, 93
15:59:03, 83
15:59:03, 66
15:59:03, 42
15:59:03, 53
15:59:03, 82
15:59:03, 83
15:59:03, 50
15:59:03, 33
15:59:03, 21
15:59:03, 11
15:59:03, 7
15:59:03, 17
15:59:03, 41
15:59:03, 66
15:59:03, 51
15:59:03, -4
15:59:03, -28
15:59:03, -21
15:59:03, -4
15:59:03, 28
15:59:03, 44
15:59:03, 39
15:59:03, 35
15:59:03, 50
15:59:03, 65
15:59:03, 68
15:59:03, 76
15:59:03, 82
15:59:03, 60
15:59:03, 28
15:59:03, 38
15:59:03, 75
15:59:03, 66
15:59:03, 60
15:59:03, 84
15:59:03, 86
15:59:03, 65
15:59:03, 52
15:59:03, 50
15:59:03, 23
15:59:03, -20
15:59:03, -68
15:59:03, -73
15:59:03, -52
15:59:03, -6
15:59:03, 25
15:59:03, 10
15:59:03, 1
15:59:03, 18
15:59:03, 57
15:59:03, 98
15:59:03, 71
15:59:03, 10
15:59:03, 6
15:59:03, 58
15:59:03, 100
15:59:03, 96
15:59:03, 68
15:59:03, 41
15:59:03, 38
15:59:03, 54
15:59:03, 64
15:59:03, 42
15:59:03, -4
15:59:03, -38
15:59:03, -40
15:59:03, -23
15:59:03, -22
15:59:03, -72
15:59:03, -98
15:59:03, -72
15:59:03, -54
15:59:03, -21
15:59:03, 20
15:59:03, 27
15:59:03, 17
15:59:03, 7
15:59:03, 9
15:59:03, 34
15:59:03, 70
15:59:03, 68
15:59:03, 43
15:59:03, 71
15:59:03, 81
15:59:03, 41
15:59:03, 11
15:59:03, 17
15:59:03, 40
15:59:03, 53
15:59:03, 50
15:59:03, 71
15:59:03, 104
15:59:03, 139
15:59:03, 139
15:59:03, 135
15:59:03, 137
15:59:03, 123
15:59:03, 122
15:59:03, 132
15:59:03, 152
15:59:03, 195
15:59:03, 244
15:59:03, 248
15:59:03, 216
15:59:03, 188
15:59:03, 196
15:59:03, 195
15:59:03, 178
15:59:03, 179
15:59:03, 208
15:59:03, 280
15:59:04, 352
15:59:04, 377
15:59:04, 332
15:59:04, 292
15:59:04, 311
15:59:04, 320
15:59:04, 272
15:59:04, 221
15:59:04, 228
15:59:04, 241
15:59:04, 195
15:59:04, 85
15:59:04, -28
15:59:04, -84
15:59:04, -38
15:59:04, 45
15:59:04, 121
15:59:04, 138
15:59:04, 59
15:59:04, -88
15:59:04, -184
15:59:04, -174
15:59:04, -115
15:59:04, -42
15:59:04, 7
15:59:04, 20
15:59:04, -4
15:59:04, -52
15:59:04, -98
15:59:04, -122
15:59:04, -122
15:59:04, -89
15:59:04, -81
15:59:04, -107
15:59:04, -152
15:59:04, -211
15:59:04, -234
15:59:04, -215
15:59:04, -187
15:59:04, -158
15:59:04, -135
15:59:04, -120
15:59:04, -124
15:59:04, -123
15:59:04, -117
15:59:04, -151
15:59:04, -194
15:59:04, -203
15:59:04, -181
15:59:04, -169
15:59:04, -184
15:59:04, -187
15:59:04, -157
15:59:04, -103
15:59:04, -67
15:59:04, -24
15:59:04, 5
15:59:04, 6
15:59:04, 4
15:59:04, 8
15:59:04, 10
15:59:04, 20
15:59:04, 22
15:59:04, -3
15:59:04, -49
15:59:04, -57
15:59:04, -26
15:59:04, -8
15:59:04, -20
15:59:04, -29
15:59:04, -12
15:59:04, -8
15:59:04, -26
15:59:04, -37
15:59:04, -27
15:59:04, -12
15:59:04, 8
15:59:04, 11
15:59:04, 0
15:59:04, 0
15:59:04, 20
15:59:04, 24
15:59:04, 35
15:59:04, 81
15:59:04, 118
15:59:04, 108
15:59:04, 56
15:59:04, -5
15:59:04, -13
15:59:04, 28
15:59:04, 85
15:59:04, 125
15:59:04, 146
15:59:04, 146
15:59:04, 121
15:59:04, 101
15:59:04, 101
15:59:04, 120
15:59:04, 141
15:59:04, 166
15:59:04, 198
15:59:04, 204
15:59:04, 151
15:59:04, 59
15:59:04, 10
15:59:04, 36
15:59:04, 76
15:59:04, 77
15:59:04, 67
15:59:04, 86
15:59:04, 139
15:59:04, 165
15:59:04, 149
15:59:04, 131
15:59:04, 123
15:59:04, 135
15:59:04, 141
15:59:04, 138
15:59:04, 117
15:59:04, 98
15:59:04, 103
15:59:04, 98
15:59:04, 54
15:59:04, 45
15:59:04, 118
15:59:04, 136
15:59:04, 68
15:59:04, 37
15:59:04, 65
15:59:04, 61
15:59:04, 7
15:59:04, -51
15:59:04, -67
15:59:04, -49
15:59:04, -18
15:59:04, 49
15:59:04, 132
15:59:04, 122
15:59:04, 20
15:59:04, -36
15:59:04, -17
15:59:04, 8
15:59:04, 11
15:59:04, 34
15:59:04, 75
15:59:04, 61
15:59:04, 3
15:59:04, -18
15:59:04, 5
15:59:04, 48
15:59:04, 80
15:59:04, 82
15:59:04, 56
15:59:04, 27
15:59:04, 38
15:59:04, 77
15:59:04, 57
15:59:04, 0
15:59:04, -6
15:59:04, 61
15:59:04, 168
15:59:04, 234
15:59:04, 214
15:59:04, 135
15:59:04, 40
15:59:04, -17
15:59:04, 12
15:59:04, 96
15:59:04, 114
15:59:04, 77
15:59:04, 53
15:59:04, 65
15:59:04, 72
15:59:04, 73
15:59:04, 97
15:59:04, 119
15:59:04, 91
15:59:04, 37
15:59:04, 41
15:59:04, 89
15:59:04, 76
15:59:04, 9
15:59:04, -17
15:59:04, 28
15:59:04, 67
15:59:04, 83
15:59:04, 134
15:59:04, 213
15:59:04, 250
15:59:04, 234
15:59:04, 212
15:59:04, 188
15:59:04, 157
15:59:04, 135
15:59:04, 148
15:59:04, 160
15:59:04, 146
15:59:04, 134
15:59:04, 124
15:59:04, 128
15:59:04, 209
15:59:04, 781
15:59:04, 1.43e+003
15:59:04, 1.58e+003
15:59:04, 1.5e+003
15:59:04, 1.44e+003
15:59:04, 1.49e+003
15:59:04, 1.54e+003
15:59:04, 1.52e+003
15:59:04, 1.42e+003
15:59:04, 1.28e+003
15:59:04, 1.12e+003
15:59:04, 946
15:59:04, 765
15:59:04, 645
15:59:04, 608
15:59:04, 630
15:59:04, 668
15:59:04, 647
15:59:04, 589
15:59:04, 567
15:59:04, 557
15:59:04, 515
15:59:04, 408
15:59:04, 296
15:59:04, 246
15:59:04, 230
15:59:04, 234
15:59:04, 235
15:59:04, 183
15:59:04, 88
15:59:04, 37
15:59:04, 18
15:59:04, -53
15:59:04, -161
15:59:04, -172
15:59:04, -104
15:59:04, -70
15:59:04, -99
15:59:04, -148
15:59:04, -166
15:59:04, -161
15:59:04, -155
15:59:04, -195
15:59:04, -234
15:59:04, -228
15:59:04, -236
15:59:04, -289
15:59:04, -324
15:59:04, -312
15:59:04, -285
15:59:04, -273
15:59:04, -264
15:59:04, -261
15:59:04, -251
15:59:04, -230
15:59:04, -260
15:59:04, -311
15:59:04, -326
15:59:04, -315
15:59:04, -329
15:59:04, -340
15:59:04, -314
15:59:04, -308
15:59:04, -312
15:59:04, -296
15:59:04, -266
15:59:04, -257
15:59:04, -262
15:59:04, -267
15:59:04, -294
15:59:04, -324
15:59:04, -330
15:59:04, -321
15:59:04, -299
15:59:04, -278
15:59:04, -268
15:59:04, -261
15:59:04, -246
15:59:04, -203
15:59:04, -180
15:59:04, -211
15:59:04, -232
15:59:04, -234
15:59:04, -226
15:59:04, -215
15:59:04, -215
15:59:04, -214
15:59:04, -183
15:59:04, -156
15:59:04, -165
15:59:04, -171
15:59:04, -161
15:59:04, -171
15:59:04, -195
15:59:04, -185
15:59:04, -154
15:59:04, -153
15:59:04, -177
15:59:04, -183
15:59:04, -169
15:59:04, -134
15:59:04, -99
15:59:04, -110
15:59:04, -162
15:59:04, -194
15:59:04, -171
15:59:04, -136
15:59:04, -136
15:59:04, -169
15:59:04, -199
15:59:04, -187
15:59:04, -138
15:59:04, -102
15:59:04, -99
15:59:04, -121
15:59:04, -141
15:59:04, -117
15:59:04, -61
15:59:04, -23
15:59:04, -24
15:59:04, -57
15:59:04, -59
15:59:04, -50
15:59:04, -89
15:59:04, -101
15:59:04, -34
15:59:04, 33
15:59:04, 34
15:59:04, 24
15:59:04, 32
15:59:04, 29
15:59:04, 22
15:59:04, 6
15:59:04, -26
15:59:04, -72
15:59:04, -104
15:59:04, -146
15:59:04, -227
15:59:04, -248
15:59:04, -204
15:59:04, -182
15:59:04, -232
15:59:04, -265
15:59:04, -212
15:59:04, -123
15:59:04, -66
15:59:04, -81
15:59:04, -115
15:59:04, -133
15:59:04, -115
15:59:04, -82
15:59:04, -37
15:59:04, 12
15:59:04, 38
15:59:04, 54
15:59:04, 17
15:59:04, -52
15:59:04, -83
15:59:04, -70
15:59:04, -59
15:59:04, -81
15:59:04, -129
15:59:04, -174
15:59:04, -179
15:59:04, -115
15:59:04, -29
15:59:04, 19
15:59:04, 42
15:59:04, 45
15:59:04, 53
15:59:04, 82
15:59:04, 87
15:59:04, 58
15:59:04, 29
15:59:04, 5
15:59:04, -52
15:59:04, -99
15:59:04, -68
15:59:04, -37
15:59:04, -45
15:59:04, -59
15:59:04, -78
15:59:04, -126
15:59:04, -145
15:59:04, -86
15:59:04, 19
15:59:04, 72
15:59:04, 65
15:59:04, 19
15:59:04, -18
15:59:04, 36
15:59:04, 135
15:59:04, 176
15:59:04, 138
15:59:04, 96
15:59:04, 87
15:59:04, 100
15:59:04, 117
15:59:04, 136
15:59:04, 99
15:59:04, 50
15:59:04, 44
15:59:04, 32
15:59:04, 8
15:59:04, 7
15:59:04, -4
15:59:04, -40
15:59:04, -44
15:59:04, -3
15:59:04, 4
15:59:04, -51
15:59:04, -83
15:59:04, -53
15:59:04, -2
15:59:04, 18
15:59:04, -17
15:59:04, -66
15:59:04, -74
15:59:04, -29
15:59:04, 16
15:59:04, -7
15:59:04, -82
15:59:04, -139
15:59:04, -173
15:59:04, -171
15:59:04, -177
15:59:04, -233
15:59:04, -342
15:59:04, -409
15:59:04, -422
15:59:04, -439
15:59:04, -476
15:59:04, -519
15:59:04, -533
15:59:04, -509
15:59:04, -500
15:59:04, -545
15:59:04, -589
15:59:04, -615
15:59:04, -643
15:59:04, -668
15:59:04, -677
15:59:04, -681
15:59:04, -677
15:59:04, -665
15:59:04, -692
15:59:04, -708
15:59:04, -689
15:59:04, -658
15:59:04, -645
15:59:04, -662
15:59:04, -649
15:59:04, -612
15:59:04, -681
15:59:04, -717
15:59:04, -625
15:59:04, -531
15:59:04, -568
15:59:04, -634
15:59:04, -678
15:59:04, -731
15:59:04, -747
15:59:04, -680
15:59:04, -554
15:59:04, -441
15:59:04, -365
15:59:04, -294
15:59:04, -222
15:59:04, -146
15:59:04, -35
15:59:04, 19
15:59:04, 20
15:59:04, 50
15:59:04, 71
15:59:04, 50
15:59:04, 1
15:59:04, -12
15:59:04, 49
15:59:04, 137
15:59:04, 203
15:59:04, 246
15:59:04, 279
15:59:04, 311
15:59:04, 284
15:59:04, 152
15:59:04, 2
15:59:04, -66
15:59:04, -50
15:59:04, 3
15:59:04, 38
15:59:04, 28
15:59:04, 6
15:59:04, 22
15:59:04, 69
15:59:04, 104
15:59:04, 107
15:59:04, 83
15:59:04, 59
15:59:04, 53
15:59:04, 72
15:59:04, 107
15:59:04, 147
15:59:04, 183
15:59:04, 220
15:59:04, 264
15:59:04, 309
15:59:04, 346
15:59:04, 364
15:59:04, 342
15:59:04, 336
15:59:04, 378
15:59:04, 406
15:59:04, 419
15:59:04, 449
15:59:05, 489
15:59:05, 538
15:59:05, 564
15:59:05, 547
15:59:05, 500
15:59:05, 453
15:59:05, 440
15:59:05, 464
15:59:05, 482
15:59:05, 476
15:59:05, 480
15:59:05, 505
15:59:05, 533
15:59:05, 554
15:59:05, 538
15:59:05, 490
15:59:05, 455
15:59:05, 450
15:59:05, 481
15:59:05, 520
15:59:05, 502
15:59:05, 437
15:59:05, 393
15:59:05, 401
15:59:05, 437
15:59:05, 468
15:59:05, 481
15:59:05, 471
15:59:05, 438
15:59:05, 397
15:59:05, 331
15:59:05, 243
15:59:05, 193
15:59:05, 182
15:59:05, 185
15:59:05, 199
15:59:05, 214
15:59:05, 219
15:59:05, 197
15:59:05, 172
15:59:05, 186
15:59:05, 236
15:59:05, 288
15:59:05, 273
15:59:05, 247
15:59:05, 234
15:59:05, 216
15:59:05, 231
15:59:05, 268
15:59:05, 304
15:59:05, 328
15:59:05, 336
15:59:05, 301
15:59:05, 228
15:59:05, 157
15:59:05, 150
15:59:05, 192
15:59:05, 234
15:59:05, 242
15:59:05, 203
15:59:05, 182
15:59:05, 173
15:59:05, 170
15:59:05, 215
15:59:05, 293
15:59:05, 312
15:59:05, 260
15:59:05, 208
15:59:05, 184
15:59:05, 179
15:59:05, 199
15:59:05, 231
15:59:05, 258
15:59:05, 304
15:59:05, 328
15:59:05, 327
15:59:05, 328
15:59:05, 280
15:59:05, 232
15:59:05, 242
15:59:05, 249
15:59:05, 237
15:59:05, 250
15:59:05, 298
15:59:05, 348
15:59:05, 379
15:59:05, 397
15:59:05, 387
15:59:05, 362
15:59:05, 348
15:59:05, 337
15:59:05, 359
15:59:05, 392
15:59:05, 369
15:59:05, 336
15:59:05, 338
15:59:05, 389
15:59:05, 453
15:59:05, 482
15:59:05, 452
15:59:05, 402
15:59:05, 371
15:59:05, 346
15:59:05, 322
15:59:05, 331
15:59:05, 337
15:59:05, 317
15:59:05, 330
15:59:05, 359
15:59:05, 344
15:59:05, 316
15:59:05, 327
15:59:05, 338
15:59:05, 312
15:59:05, 294
15:59:05, 289
15:59:05, 264
15:59:05, 240
15:59:05, 228
15:59:05, 216
15:59:05, 221
15:59:05, 230
15:59:05, 216
15:59:05, 197
15:59:05, 197
15:59:05, 200
15:59:05, 169
15:59:05, 150
15:59:05, 176
15:59:05, 184
15:59:05, 156
15:59:05, 137
15:59:05, 144
15:59:05, 155
15:59:05, 166
15:59:05, 149
15:59:05, 128
15:59:05, 108
15:59:05, 70
15:59:05, 35
15:59:05, 39
15:59:05, 70
15:59:05, 101
15:59:05, 112
15:59:05, 60
15:59:05, -5
15:59:05, -17
15:59:05, 26
15:59:05, 69
15:59:05, 97
15:59:05, 115
15:59:05, 134
15:59:05, 120
15:59:05, 65
15:59:05, 25
15:59:05, 16
15:59:05, 16
15:59:05, 42
15:59:05, 68
15:59:05, 65
15:59:05, 55
15:59:05, 61
15:59:05, 54
15:59:05, 26
15:59:05, 24
15:59:05, 43
15:59:05, 40
15:59:05, 19
15:59:05, -6
15:59:05, -27
15:59:05, -50
15:59:05, -57
15:59:05, -42
15:59:05, -34
15:59:05, -39
15:59:05, -34
15:59:05, -24
15:59:05, -14
15:59:05, -7
15:59:05, -30
15:59:05, -84
15:59:05, -119
15:59:05, -107
15:59:05, -78
15:59:05, -73
15:59:05, -55
15:59:05, -1
15:59:05, 19
15:59:05, -3
15:59:05, -26
15:59:05, -27
15:59:05, -13
15:59:05, 10
15:59:05, 65
15:59:05, 105
15:59:05, 122
15:59:05, 156
15:59:05, 195
15:59:05, 218
15:59:05, 243
15:59:05, 283
15:59:05, 312
15:59:05, 288
15:59:05, 204
15:59:05, 138
15:59:05, 140
15:59:05, 185
15:59:05, 236
15:59:05, 274
15:59:05, 281
15:59:05, 261
15:59:05, 231
15:59:05, 257
15:59:05, 300
15:59:05, 283
15:59:05, 183
15:59:05, 87
15:59:05, 66
15:59:05, 85
15:59:05, 56
15:59:05, -43
15:59:05, -103
15:59:05, -76
15:59:05, -19
15:59:05, 1
15:59:05, -12
15:59:05, -33
15:59:05, -37
15:59:05, -18
15:59:05, -1
15:59:05, -5
15:59:05, -11
15:59:05, 3
15:59:05, 27
15:59:05, 56
15:59:05, 75
15:59:05, 51
15:59:05, -18
15:59:05, -59
15:59:05, -50
15:59:05, -8
15:59:05, -10
15:59:05, -71
15:59:05, -107
15:59:05, -77
15:59:05, -42
15:59:05, -23
15:59:05, -40
15:59:05, -101
15:59:05, -119
15:59:05, -65
15:59:05, 7
15:59:05, 41
15:59:05, 41
15:59:05, 34
15:59:05, 20
15:59:05, 27
15:59:05, 51
15:59:05, 67
15:59:05, 50
15:59:05, 24
15:59:05, 18
15:59:05, 28
15:59:05, 67
15:59:05, 98
15:59:05, 89
15:59:05, 59
15:59:05, 33
15:59:05, 12
15:59:05, -18
15:59:05, -34
15:59:05, -26
15:59:05, -28
15:59:05, -46
15:59:05, -58
15:59:05, -70
15:59:05, -82
15:59:05, -77
15:59:05, -76
15:59:05, -78
15:59:05, -97
15:59:05, -115
15:59:05, -125
15:59:05, -117
15:59:05, -109
15:59:05, -146
15:59:05, -172
15:59:05, -155
15:59:05, -137
15:59:05, -119
15:59:05, -116
15:59:05, -135
15:59:05, -155
15:59:05, -179
15:59:05, -185
15:59:05, -163
15:59:05, -121
15:59:05, -110
15:59:05, -102
15:59:05, -74
15:59:05, -55
15:59:05, -59
15:59:05, -68
15:59:05, -65
15:59:05, -74
15:59:05, -102
15:59:05, -123
15:59:05, -125
15:59:05, -129
15:59:05, -135
15:59:05, -132
15:59:05, -145
15:59:05, -138
15:59:05, -116
15:59:05, -94
15:59:05, -87
15:59:05, -73
15:59:05, -34
15:59:05, -13
15:59:05, -53
15:59:05, -103
15:59:05, -113
15:59:05, -62
15:59:05, -9
15:59:05, -9
15:59:05, -67
15:59:05, -118
15:59:05, -113
15:59:05, -69
15:59:05, -37
15:59:05, -21
15:59:05, -28
15:59:05, -28
15:59:05, -9
15:59:05, -9
15:59:05, -55
15:59:05, -109
15:59:05, -107
15:59:05, -70
15:59:05, -65
15:59:05, -81
15:59:05, -98
15:59:05, -135
15:59:05, -155
15:59:05, -135
15:59:05, -107
15:59:05, -98
15:59:05, -99
15:59:05, -84
15:59:05, -61
15:59:05, -51
15:59:05, -55
15:59:05, -78
15:59:05, -86
15:59:05, -56
15:59:05, -19
15:59:05, -12
15:59:05, -53
15:59:05, -93
15:59:05, -83
15:59:05, -23
15:59:05, 41
15:59:05, 64
15:59:05, 36
15:59:05, 25
15:59:05, 44
15:59:05, 59
15:59:05, 39
15:59:05, 9
15:59:05, -13
15:59:05, -12
15:59:05, 19
15:59:05, 38
15:59:05, 8
15:59:05, -25
15:59:05, -14
15:59:05, 6
15:59:05, 17
15:59:05, 27
15:59:05, 26
15:59:05, 35
15:59:05, 49
15:59:05, 22
15:59:05, 9
15:59:05, 11
15:59:05, 12
15:59:05, 23
15:59:05, 41
15:59:05, 44
15:59:05, 32
15:59:05, 22
15:59:05, 22
15:59:05, -13
15:59:05, -43
15:59:05, -28
15:59:05, -21
15:59:05, -21
15:59:05, 1
15:59:05, 28
15:59:05, 54
15:59:05, 42
15:59:05, 4
15:59:05, 8
15:59:05, 71
15:59:05, 130
15:59:05, 119
15:59:05, 44
15:59:05, -10
15:59:05, -8
15:59:05, -17
15:59:05, -38
15:59:05, -33
15:59:05, -14
15:59:05, 6
15:59:05, 22
15:59:05, -2
15:59:05, -34
15:59:05, -18
15:59:05, -5
15:59:05, -23
15:59:05, -11
15:59:05, 27
15:59:05, 28
15:59:05, 0
15:59:05, -30
15:59:05, -49
15:59:05, -40
15:59:05, -58
15:59:05, -72
15:59:05, -90
15:59:05, -117
15:59:05, -116
15:59:05, -92
15:59:05, -75
15:59:05, -98
15:59:05, -120
15:59:05, -89
15:59:05, -36
15:59:05, -10
15:59:05, -9
15:59:05, -21
15:59:05, -40
15:59:05, -46
15:59:05, -18
15:59:05, 28
15:59:05, 21
15:59:05, -14
15:59:05, -3
15:59:05, 0
15:59:05, 3
15:59:05, 22
15:59:05, 39
15:59:05, 20
15:59:05, -3
15:59:05, -2
15:59:05, 21
15:59:05, 64
15:59:05, 91
15:59:05, 67
15:59:05, 2
15:59:05, -61
15:59:05, -72
15:59:05, -42
15:59:05, -20
15:59:05, -8
15:59:05, -23
15:59:05, -53
15:59:05, -61
15:59:05, -61
15:59:05, -54
15:59:05, -43
15:59:05, -3
15:59:05, 17
15:59:05, 26
15:59:05, 54
15:59:05, 77
15:59:05, 60
15:59:05, 18
15:59:05, -19
15:59:05, 5
15:59:05, 69
15:59:05, 123
15:59:05, 137
15:59:05, 100
15:59:05, 7
15:59:05, -42
15:59:05, -18
15:59:05, 35
15:59:05, 53
15:59:05, 54
15:59:05, 65
15:59:05, 99
15:59:05, 104
15:59:05, 38
15:59:05, -45
15:59:05, -37
15:59:05, 9
15:59:05, 8
15:59:05, -2
15:59:05, -13
15:59:05, 8
15:59:05, 38
15:59:05, 72
15:59:05, 102
15:59:05, 98
15:59:05, 100
15:59:05, 137
15:59:05, 132
15:59:05, 116
15:59:05, 97
15:59:05, 19
15:59:05, -57
15:59:05, -56
15:59:05, -40
15:59:05, -30
15:59:05, -14
15:59:05, 27
15:59:05, 55
15:59:05, 50
15:59:05, 64
15:59:05, 100
15:59:05, 87
15:59:06, 5
15:59:06, -115
15:59:06, -145
15:59:06, -92
15:59:06, -13
15:59:06, 45
15:59:06, 41
15:59:06, 0
15:59:06, 41
15:59:06, 123
15:59:06, 163
15:59:06, 130
15:59:06, 26
15:59:06, -6
15:59:06, 86
15:59:06, 194
15:59:06, 101
15:59:06, -52
15:59:06, -139
15:59:06, -157
15:59:06, -121
15:59:06, -24
15:59:06, 29
15:59:06, 26
15:59:06, 43
15:59:06, 60
15:59:06, 60
15:59:06, 35
15:59:06, 53
15:59:06, 51
15:59:06, 74
15:59:06, 93
15:59:06, 45
15:59:06, 40
15:59:06, 27
15:59:06, 55
15:59:06, 165
15:59:06, 216
15:59:06, 65
15:59:06, 19
15:59:06, 71
15:59:06, 101
15:59:06, 203
15:59:06, 148
15:59:06, 50
15:59:06, -4
15:59:06, -71
15:59:06, -154
15:59:06, -167
15:59:06, -129
15:59:06, -53
15:59:06, 76
15:59:06, 5
15:59:06, -72
15:59:06, 57
15:59:06, 112
15:59:06, 54
15:59:06, -71
15:59:06, -30
15:59:06, 99
15:59:06, 188
15:59:06, 152
15:59:06, 28
15:59:06, -85
15:59:06, -70
15:59:06, 87
15:59:06, 229
15:59:06, 320
15:59:06, 144
15:59:06, -169
15:59:06, -214
15:59:06, 35
15:59:06, 161
15:59:06, 217
15:59:06, 112
15:59:06, -146
15:59:06, -257
15:59:06, -60
15:59:06, 49
15:59:06, -102
15:59:06, -206
15:59:06, -119
15:59:06, 102
15:59:06, 187
15:59:06, 182
15:59:06, 71
15:59:06, 53
15:59:06, 59
15:59:06, 84
15:59:06, 118
15:59:06, 59
15:59:06, 4
15:59:06, 23
15:59:06, -33
15:59:06, -133
15:59:06, -87
15:59:06, 76
15:59:06, 327
15:59:06, 410
15:59:06, 217
15:59:06, -34
15:59:06, -122
15:59:06, -177
15:59:06, -178
15:59:06, -116
15:59:06, -18
15:59:06, 33
15:59:06, -56
15:59:06, -211
15:59:06, -269
15:59:06, -183
15:59:06, -53
15:59:06, 117
15:59:06, 488
15:59:06, 288
15:59:06, -488
15:59:06, -667
15:59:06, -401
15:59:06, -172
15:59:06, -117
15:59:06, -38
15:59:06, -146
15:59:06, -361
15:59:06, -423
15:59:06, -172
15:59:06, -56
15:59:06, -17
15:59:06, 4
15:59:06, -150
15:59:06, -282
15:59:06, -5
15:59:06, 275
15:59:06, 274
15:59:06, 19
15:59:06, -148
15:59:06, -10
15:59:06, 28
15:59:06, -6
15:59:06, 114
15:59:06, 162
15:59:06, 10
15:59:06, -88
15:59:06, -75
15:59:06, -25
15:59:06, 89
15:59:06, 181
15:59:06, 144
15:59:06, 249
15:59:06, 258
15:59:06, -18
15:59:06, -33
15:59:06, 72
15:59:06, -52
15:59:06, 51
15:59:06, 321
15:59:06, 423
15:59:06, 184
15:59:06, -119
15:59:06, -221
15:59:06, -90
15:59:06, 18
15:59:06, 149
15:59:06, 321
15:59:06, 230
15:59:06, 44
15:59:06, -27
15:59:06, -155
15:59:06, -289
15:59:06, -267
15:59:06, -156
15:59:06, 7
15:59:06, 96
15:59:06, 72
15:59:06, -19
15:59:06, -369
15:59:06, -539
15:59:06, -438
15:59:06, -82
15:59:06, 149
15:59:06, 96
15:59:06, -8
15:59:06, -19
15:59:06, -10
15:59:06, -85
15:59:06, -23
15:59:06, 145
15:59:06, 261
15:59:06, 294
15:59:06, 115
15:59:06, -51
15:59:06, 13
15:59:06, 291
15:59:06, 193
15:59:06, -135
15:59:06, -282
