1,0
16,0
31,0
46,0
62,0
78,0
93,0
109,0
124,0
140,0
156,0
172,0
187,0
202,0
218,0
234,0
249,0
265,0
280,0
296,0
312,0
328,0
343,0
358,0
374,0
390,0
405,0
421,0
436,0
452,0
468,0
483,0
499,0
514,0
530,0
546,0
561,0
578,0
593,0
608,0
624,0
639,0
655,0
670,0
686,0
701,0
718,0
733,0
748,0
764,0
779,0
795,0
811,0
826,0
842,0
858,0
874,0
889,0
904,0
920,0
936,0
951,0
967,0
982,0
998,0
1014,0
1029,0
1045,0
1060,0
1076,0
1092,0
1107,0
1123,0
1138,0
1154,0
1170,0
1186,0
1201,0
1216,0
1232,0
1248,0
1263,0
1279,0
1294,0
1310,0
1326,0
1341,0
1357,0
1372,0
1388,0
1404,0
1419,0
1435,0
1451,0
1466,0
1482,0
1497,0
1513,0
1528,0
1544,0
1560,0
1575,0
1591,0
1607,0
1622,0
1638,0
1653,0
1669,0
1684,0
1700,0
1716,0
1731,0
1747,0
1763,0
1778,0
1794,0
1810,0
1825,0
1840,0
1856,0
1872,0
1887,0
1903,0
1918,0
1934,0
1950,0
1965,0
1981,0
1997,0
2012,0
2028,0
2043,0
2059,0
2074,0
2090,0
2105,0
2122,0
2137,0
2152,0
2168,0
2184,0
2199,0
2215,0
2231,0
2246,0
2262,0
2277,0
2293,0
2308,0
2324,0
2339,0
2356,0
2371,0
2387,0
2402,0
2418,0
2434,0
2449,0
2464,0
2480,0
2496,0
2511,0
2527,0
2543,0
2558,0
2574,0
2590,0
2605,0
2621,0
2636,0
2652,0
2667,0
2683,0
2699,0
2714,0
2729,0
2745,0
2761,0
2776,0
2792,0
2808,0
2823,0
2839,0
2854,0
2870,0
2886,0
2902,0
2917,0
2932,0
2948,0
2964,0
2979,0
2995,0
3011,0
3026,0
3042,0
3057,0
3073,0
3089,0
3104,0
3120,0
3135,0
3151,0
3167,0
3182,0
3198,0
3213,0
3229,0
3245,0
3260,0
3276,0
3291,0
3307,0
3322,0
3338,0
3354,0
3370,0
3385,0
3400,0
3416,0
3432,0
3447,0
3463,0
3478,0
3494,0
3510,0
3525,0
3541,0
3557,0
3572,0
3588,0
3603,0
3619,0
3634,0
3650,0
3666,0
3681,0
3697,0
3712,0
3728,0
3743,0
3759,0
3775,0
3791,0
3806,0
3822,0
3837,0
3853,0
3869,0
3884,0
3900,0
3915,0
3931,0
3947,0
3962,0
3978,0
3993,0
4009,0
4024,0
4041,0
4056,0
4071,0
4087,0
4102,0
4118,0
4134,0
4149,0
4165,0
4181,0
4196,0
4212,0
4227,0
4243,0
4258,0
4274,0
4290,0
4305,0
4321,0
4336,0
4352,0
4368,0
4383,0
4399,0
4415,0
